campaign,N,current_duration,target_donation,p1,p2,p3,p4,p5
donors_amaljariyahpembangunanmasjidalmuniri_20251221_125413.json,94,41,1226500000.0,0.776595744680851,0.1276595744680851,0.05319148936170213,0.031914893617021274,0.010638297872340425
donors_amaljariyahpembangunanmasjidnurulhuda_20251221_225147_f.json,72,0,293000000.0,0.9583333333333334,0.027777777777777776,0.0,0.013888888888888888,0.0
donors_ayobantuselesaikanpembangunanmasjid_20251221_225140_f.json,49,10,200000000.0,0.7142857142857143,0.12244897959183673,0.061224489795918366,0.08163265306122448,0.02040816326530612
donors_baitulmaalpasuruan_20251221_225214_f.json,673,0,4200000000.0,0.9257057949479941,0.03863298662704309,0.01634472511144131,0.01188707280832095,0.007429420505200594
donors_bangunmasjidhidayatuttholibin_20251221_225156_f.json,42,1714,100000000.0,0.5476190476190477,0.047619047619047616,0.16666666666666666,0.09523809523809523,0.14285714285714285
donors_bangunmasjidpelosok25_20251221_113953.json,1250,0,100000000.0,0.9816,0.012,0.0064,0.0,0.0
donors_bangunmasjidsmpalhudasmg_20251221_225205_f.json,65,639,2037600000.0,0.6461538461538462,0.13846153846153847,0.13846153846153847,0.07692307692307693,0.0
donors_bangunmesjidmulia127_20251221_091949.json,121,13,10000000.0,0.7024793388429752,0.09090909090909091,0.1322314049586777,0.04132231404958678,0.03305785123966942
donors_bangunmusholadinias_20251221_100648.json,608,1,100000000.0,0.8075657894736842,0.11677631578947369,0.05098684210526316,0.014802631578947368,0.009868421052631578
donors_bantumasjidpulaurajak2025_20251221_225218_f.json,169,52,241500000.0,0.8875739644970414,0.03550295857988166,0.047337278106508875,0.01775147928994083,0.011834319526627219
donors_bantupembangunanmasjidalfalah_20251221_225220_f.json,36,153,937752000.0,0.6944444444444444,0.1388888888888889,0.027777777777777776,0.1111111111111111,0.027777777777777776
donors_bantupembangunanmasjiddantpq_20251221_225225_f.json,26,1623,2000000000.0,0.38461538461538464,0.038461538461538464,0.2692307692307692,0.19230769230769232,0.11538461538461539
donors_bantupembangunanmasjiddarulmuhsinin_20251221_225228_f.json,36,0,250000000.0,0.7222222222222222,0.16666666666666666,0.027777777777777776,0.05555555555555555,0.027777777777777776
donors_bantupembangunanmasjidfatchulhudadarinol_20251221_124258.json,298,13,1000000000.0,0.6845637583892618,0.12416107382550336,0.10738255033557047,0.04697986577181208,0.03691275167785235
donors_bantuselesaikanpembangunanmasjidalhidayah_20251221_225234_f.json,75,352,250000000.0,0.76,0.16,0.04,0.04,0.0
donors_baytulquran_20251221_225301_f.json,80,10,1152000000.0,0.9875,0.0,0.0125,0.0,0.0
donors_berkahkokohkanmasjid_20251221_225247_f.json,147,4,100000000.0,0.8299319727891157,0.12244897959183673,0.034013605442176874,0.006802721088435374,0.006802721088435374
donors_bersamaselesaikanpembangunanmasjidalinsan_20251221_225251_f.json,80,328,300000000.0,0.6125,0.175,0.15,0.0375,0.025
donors_donasimasjidalfurqon1750_20251221_100244.json,133,740,1750000000.0,0.46616541353383456,0.11278195488721804,0.20300751879699247,0.12781954887218044,0.09022556390977443
donors_donasimasjidalhikmahkajenengan_20251221_225306_f.json,41,10,3000000000.0,0.8048780487804879,0.0975609756097561,0.024390243902439025,0.04878048780487805,0.024390243902439025
donors_donasipembangunanmasjiddansaranabelajar_20251221_225315_f.json,161,1657,1250500000.0,0.8944099378881988,0.031055900621118012,0.062111801242236024,0.012422360248447204,0.0
donors_donasipembangunanmasjidjaminurulibad_20251221_225314_f.json,33,24,350000000.0,0.8484848484848485,0.030303030303030304,0.06060606060606061,0.06060606060606061,0.0
donors_donasipembangunanmasjidnurqalbi_20251221_225318_f.json,75,31,258345000.0,0.76,0.09333333333333334,0.08,0.04,0.02666666666666667
donors_dukungbangunmasjid_20251221_225409_f.json,731,0,100000000.0,0.7154582763337893,0.13132694938440492,0.09986320109439124,0.02051983584131327,0.03283173734610123
donors_galangdanapembangunanrenovasimasjid_20251221_225332_f.json,49,0,450000000.0,0.7551020408163265,0.10204081632653061,0.12244897959183673,0.02040816326530612,0.0
donors_hadiahuntukpejuangnafkah_20251221_225406_f.json,299,0,100000000.0,0.8093645484949833,0.10033444816053512,0.04013377926421405,0.033444816053511704,0.016722408026755852
donors_infakpembangunanmasjidjaminurulhuda_20251221_225333_f.json,22,10,500000000.0,0.7272727272727273,0.2727272727272727,0.0,0.0,0.0
donors_infaqmasjidattaawun_20251221_225347_f.json,40,41,114000000.0,0.775,0.125,0.1,0.0,0.0
donors_infaqmasjidumarayn_20251221_225538_f.json,1648,0,2500000000000.0,0.9235436893203883,0.03337378640776699,0.027912621359223302,0.009708737864077669,0.0054611650485436895
donors_infaqpembangunanmasjidpanti_20251221_225409_f.json,79,75,350000000.0,0.7341772151898734,0.10126582278481013,0.11392405063291139,0.012658227848101266,0.0379746835443038
donors_infaquntukpembangunanmasjidyunanbaitussalam_20251221_225431_f.json,204,59,141930000.0,0.7794117647058824,0.10784313725490197,0.08823529411764706,0.0196078431372549,0.004901960784313725
donors_jariyahbangunmasjiddipelosok_20251221_225441_f.json,313,41,150000000.0,0.7795527156549521,0.11501597444089456,0.0670926517571885,0.02875399361022364,0.009584664536741214
donors_jariyahsdekahbangunmasjid_20251221_225433_f.json,243,2,120000000.0,0.8395061728395061,0.08641975308641975,0.0411522633744856,0.024691358024691357,0.00823045267489712
donors_kokohkanpembangunanmasjid_20251221_225455_f.json,84,8,100000000.0,0.8095238095238095,0.13095238095238096,0.047619047619047616,0.011904761904761904,0.0
donors_maribangunmasjidberdindingterpalyanghampirroboh_20251221_101146.json,365,1,10000000.0,0.7397260273972602,0.1589041095890411,0.06027397260273973,0.024657534246575342,0.01643835616438356
donors_maribangunmasjidjatisarigisikdrono_20251221_091657.json,1675,740,500000000.0,0.7438805970149254,0.04477611940298507,0.19044776119402984,0.014925373134328358,0.005970149253731343
donors_maribantupembangunanmasjiddipedalamansumsel_20251221_125320.json,125,375,1651080000.0,0.496,0.056,0.016,0.336,0.096
donors_masjidalakbarsorong_20251221_101252.json,961,375,2000000000.0,0.7565036420395421,0.07700312174817898,0.08116545265348596,0.047866805411030174,0.037460978147762745
donors_masjidanmadrasah_20251221_225448_f.json,33,46,87000000.0,0.696969696969697,0.06060606060606061,0.15151515151515152,0.09090909090909091,0.0
donors_masjidario_20251221_124111.json,306,8,116650000.0,0.35947712418300654,0.20261437908496732,0.33986928104575165,0.06862745098039216,0.029411764705882353
donors_masjidattaqw4_20251221_225506_f.json,253,4411,300000000.0,0.7747035573122529,0.09090909090909091,0.05928853754940711,0.05928853754940711,0.015810276679841896
donors_masjidbutuhsemen_20251221_101730.json,327,1,105000000.0,0.8379204892966361,0.11009174311926606,0.03058103975535168,0.012232415902140673,0.009174311926605505
donors_masjidkemasjid_20251221_025520.json,7020,10,250000000.0,0.948005698005698,0.022507122507122508,0.019800569800569802,0.005840455840455841,0.0038461538461538464
donors_masjidpelosoktimur_20251221_102949.json,5204,0,100000000.0,0.8370484242890085,0.09973097617217525,0.04438893159108378,0.01210607225211376,0.0067255956956187544
donors_masjidramahlingkungan_20251221_225510_f.json,37,50,50000000.0,0.6216216216216216,0.05405405405405406,0.16216216216216217,0.08108108108108109,0.08108108108108109
donors_masjidrumahtahfiz_20251221_124621.json,999,3417,5000000000.0,0.7317317317317318,0.12912912912912913,0.07207207207207207,0.031031031031031032,0.036036036036036036
donors_masjidseko_20251221_113301.json,70,6,10000000.0,0.5142857142857142,0.1,0.18571428571428572,0.18571428571428572,0.014285714285714285
donors_masjidtambunijuk_20251221_225525_f.json,86,40,5000000000.0,0.6744186046511628,0.06976744186046512,0.11627906976744186,0.09302325581395349,0.046511627906976744
donors_muamalahsibakur_20251221_225527_f.json,60,375,300000000.0,0.8166666666666667,0.03333333333333333,0.06666666666666667,0.05,0.03333333333333333
donors_pahalajariyahwakafpembangunanmasjid_20251221_092111.json,632,71,100000000.0,0.6550632911392406,0.21044303797468356,0.08069620253164557,0.03164556962025317,0.022151898734177215
donors_pembangunanaladamtasik_20251221_090946.json,481,0,100000000.0,0.8024948024948025,0.11642411642411643,0.04158004158004158,0.02079002079002079,0.018711018711018712
donors_pembangunanalfathjourney_20251221_225549_f.json,134,0,100000000.0,0.8507462686567164,0.08955223880597014,0.04477611940298507,0.0,0.014925373134328358
donors_pembangunanalhikmahbandarlampung_20251221_112615.json,1040,0,100000000.0,0.8028846153846154,0.10865384615384616,0.051923076923076926,0.01826923076923077,0.01826923076923077
donors_pembangunanlantai2masjidalamin_20251221_225549_f.json,101,0,100000000.0,0.8415841584158416,0.009900990099009901,0.019801980198019802,0.039603960396039604,0.0891089108910891
donors_pembangunanmasjidalbina_20251221_111709.json,1590,0,2500000000000.0,0.8415094339622642,0.07672955974842767,0.048427672955974846,0.01949685534591195,0.013836477987421384
donors_pembangunanmasjidalhidayahgarut_20251221_225547_f.json,35,0,1267000000.0,0.7714285714285715,0.14285714285714285,0.05714285714285714,0.0,0.02857142857142857
donors_pembangunanmasjidalishlah_20251221_225555_f.json,9,10,979250000.0,0.8888888888888888,0.1111111111111111,0.0,0.0,0.0
donors_pembangunanmasjidbatualmaghfiroh_20251221_225602_f.json,22,10,1700000000.0,0.5454545454545454,0.18181818181818182,0.18181818181818182,0.09090909090909091,0.0
